planet_name,number_stars_in_system,number_planets_in_system,discovery_method,discovery_year,planet_orbital_period_(days),planet_mass_(earths),star_temp_(K),star_mass_(suns),star_luminosity_(abs),system_distance_from_earth_(pc)
PDS 70 b,1,2,Imaging,2018,43500,953.49,3972,0.76,-0.456,113.064
PDS 70 c,1,2,Imaging,2019,,635.66,3972,0.76,-0.489,113.064
PH1 b,4,1,Transit,2012,138.317,169,6407,1.53,0.66,1033.16
PH2 b,1,1,Transit,2013,282.5255,25426.4,5629,0.94,-0.102,343.863
POTS-1 b,1,1,Transit,2013,3.1606296,734.16,4400,0.69,-1.087,747.959
PSR B0329+54 b,1,1,Pulsar Timing,2017,10140,1.97,,1.44,,504.9331206
PSR B1257+12 b,1,3,Pulsar Timing,1994,25.262,0.02,,1.4,,600
PSR B1257+12 c,1,3,Pulsar Timing,1992,66.5419,4.3,,1.4,,600
PSR B1257+12 d,1,3,Pulsar Timing,1992,98.2114,3.9,,1.4,,600
PSR B1620-26 b,2,1,Pulsar Timing,2003,,794.575,,1.35,,
PSR J1719-1438 b,1,1,Pulsar Timing,2011,0.09070629,382.8,4500,1.4,,1200
PSR J2322-2650 b,1,1,Pulsar Timing,2017,0.322964,252.64307,,1.4,,230
Pr0201 b,1,1,Radial Velocity,2012,4.4264,171.6282,6174,1.24,0.245,180.64
Pr0211 b,2,2,Radial Velocity,2012,2.1461,597.5204,5300,0.94,-0.336,182.714
Pr0211 c,2,2,Radial Velocity,2016,4850,2475.8957,5300,0.94,-0.336,182.714
Proxima Cen b,3,1,Radial Velocity,2016,11.186,1.27,3050,0.12,-2.81,1.30119
Qatar-1 b,1,1,Transit,2010,1.4200242,411.27202,5013,0.84,-0.438,185.615
Qatar-10 b,1,1,Transit,2019,1.645321,233.92288,6124,1.16,0.3,559.068
Qatar-2 b,1,1,Transit,2011,1.33711647,792.635,4645,0.74,-0.683,181.374
Qatar-3 b,1,1,Transit,2017,2.5079204,1369.8473,6007,1.15,0.279,735.601
Qatar-4 b,1,1,Transit,2017,1.8053564,1938.763,5215,0.9,-0.318,329.036
Qatar-5 b,1,1,Transit,2017,2.8792319,1373.0256,5747,1.13,0.056,367.658
Qatar-6 b,2,1,Transit,2017,3.506195,212.31044,5052,0.82,-0.514,100.848
Qatar-7 b,1,1,Transit,2019,2.032046,597.5204,6387,1.41,0.563,705.981
Qatar-8 b,1,1,Transit,2019,3.71495,117.91493,5738,1.03,0.228,281.498
Qatar-9 b,1,1,Transit,2019,1.540731,378.2177,4309,0.72,-0.821,213.771
ROXs 12 b,2,1,Imaging,2013,,5085,3850,0.87,-0.79,136.65
ROXs 42 B b,2,1,Imaging,2013,,2860,3433,1,-0.792,143.59
RR Cae b,2,1,Eclipse Timing Variations,2012,4343.5,1334.886,3904,0.44,-2.108,21.1916
Ross 128 b,1,1,Radial Velocity,2017,9.8658,1.4,3192,0.17,-2.441,3.37454
Ross 458 c,2,1,Imaging,2010,,1906.98,3646,0.56,-1.298,11.5094
SR 12 AB c,2,1,Imaging,2010,,4131.62,3828.93,,-0.628,112.3172158
SWEEPS-11 b,1,1,Transit,2006,1.796,3082.82,,1.1,,8500
SWEEPS-4 b,1,1,Transit,2006,4.2,1207.7,,1.24,,8500
TAP 26 b,1,1,Radial Velocity,2017,10.79,527.5978,4620,1.04,-0.25,121.402
TCP J05074264+2447555 b,1,1,Microlensing,2018,,9.2,5805,0.25,0.317,380
TIC 172900988 b,2,1,Transit,2021,200.452,942,6050,1.24,0.671,250.956
TIC 237913194 b,1,1,Transit,2020,15.168865,617.22586,5788,1.03,0.078,306.063
TOI-1062 b,1,2,Transit,2021,4.11296,10.15,5328,0.94,-0.274,82.1733
TOI-1062 c,1,2,Transit,2021,7.972,9.78,5328,0.94,-0.274,82.1733
TOI-1130 b,1,2,Transit,2020,4.066499,12.9,4250,0.68,-0.854,58.2609
TOI-1130 c,1,2,Transit,2020,8.350381,309.56642,4250,0.68,-0.854,58.2609
TOI-122 b,1,1,Transit,2020,5.07803,7.85,3403,0.31,-1.854,62.118
TOI-1231 b,1,1,Transit,2021,24.245586,15.4,3553,0.48,-1.487,27.6227
TOI-1235 b,1,1,Transit,2020,3.444717,5.9,3997,0.63,-1.054,39.6345
TOI-125 b,1,3,Transit,2019,4.65382,9.5,5320,0.86,-0.285,111.059
TOI-125 c,1,3,Transit,2019,9.15059,6.63,5320,0.86,-0.285,111.059
TOI-125 d,1,3,Transit,2020,19.98,13.6,5320,0.86,-0.285,111.059
TOI-1259 A b,2,1,Transit,2021,3.477978,140.16233,4775,0.74,-0.59,118.106
TOI-1260 b,1,2,Transit,2021,3.12748,8.6,4227,0.66,-0.857,73.5977
TOI-1260 c,1,2,Transit,2021,7.49325,11.8,4227,0.66,-0.857,73.5977
TOI-1266 b,1,2,Transit,2020,10.894843,13.5,3600,0.45,-1.533,36.0118
TOI-1266 c,1,2,Transit,2020,18.80151,2.2,3600,0.45,-1.533,36.0118
TOI-1278 b,1,1,Transit,2021,14.47567,5879.82553,3799,0.54,-1.212,75.5759
TOI-132 b,1,1,Transit,2020,2.1097019,22.4,5397,0.97,-0.222,163.678
TOI-1333 b,2,1,Transit,2021,4.720219,753.2571,6274,1.46,0.713,200.492
TOI-1338 b,2,1,Transit,2020,95.174,33,6050,1.13,0.329,399.017
TOI-1444 b,1,2,Transit,2021,0.4702694,3.87,5430,0.93,-0.162,125.463
TOI-1444 c,1,2,Radial Velocity,2021,16.066,11.8,5430,0.93,-0.162,125.463
TOI-1478 b,1,1,Transit,2021,10.180249,270.47333,5597,0.95,-0.013,152.892
TOI-150.01,1,1,Transit,2019,5.857487,797.7533,6255,1.35,0.497,336.267
TOI-1518 b,1,1,Transit,2021,1.902603,731.00534,7300,1.79,1.462,225.888
TOI-157 b,1,1,Transit,2020,2.0845435,375.0394,5404,0.95,0.02,355.683
TOI-1601 b,1,1,Transit,2021,5.331751,314.6517,5948,1.52,0.732,336.608
TOI-163 b,1,1,Transit,2019,4.231306,387.7526,6495,1.44,0.636,411.719
TOI-1634 b,2,1,Transit,2021,0.989343,4.91,3550,0.5,-1.539,35.2736
TOI-1685 b,1,1,Transit,2021,0.6691403,3.78,3434,0.49,-1.519,37.6153
TOI-169 b,1,1,Transit,2020,2.2554477,251.40353,5880,1.15,0.253,407.84
TOI-172 b,1,1,Transit,2019,9.47725,1722.6386,5645,1.13,0.461,342.831
TOI-1728 b,1,1,Transit,2020,3.49151,26.78,3980,0.65,-1.056,60.798
TOI-1749 b,1,3,Transit,2021,2.38839,57,3985,0.58,-1.156,99.5561
TOI-1749 c,1,3,Transit,2021,4.4929,14,3985,0.58,-1.156,99.5561
TOI-1749 d,1,3,Transit,2021,9.0497,15,3985,0.58,-1.156,99.5561
TOI-178 b,1,6,Transit,2021,1.914558,1.5,4316,0.65,-0.879,62.699
TOI-178 c,1,6,Transit,2021,3.23845,4.77,4316,0.65,-0.879,62.699
TOI-178 d,1,6,Transit,2021,6.5577,3.01,4316,0.65,-0.879,62.699
TOI-178 e,1,6,Transit,2021,9.961881,3.86,4316,0.65,-0.879,62.699
TOI-178 f,1,6,Transit,2021,15.231915,7.72,4316,0.65,-0.879,62.699
TOI-178 g,1,6,Transit,2021,20.7095,3.94,4316,0.65,-0.879,62.699
TOI-1807 b,1,1,Transit,2021,0.549372,4.08,4757,0.75,-0.671,42.5775
TOI-1899 b,1,1,Transit,2020,29.02,209.7678,3841,0.63,-1.057,128.438
TOI-201 b,1,1,Transit,2021,52.97818,133.4886,6394,1.32,0.415,113.825
TOI-2076 b,1,3,Transit,2021,10.35566,10.8,5187,0.85,-0.423,41.9091
TOI-2076 c,1,3,Transit,2021,,18,5187,0.85,-0.423,41.9091
TOI-2076 d,1,3,Transit,2021,,16,5187,0.85,-0.423,41.9091
TOI-216.01,1,2,Transit,2019,34.556,200,5026,0.87,-0.442,177.945
TOI-216.02,1,2,Transit,2019,17.089,30,5026,0.87,-0.442,177.945
TOI-220 b,1,1,Transit,2021,10.695264,13.8,5298,0.82,-0.267,90.7402
TOI-2202 b,1,2,Transit,2021,11.9101,310.83618,5144,0.82,-0.401,235.933
TOI-2202 c,1,2,Transit Timing Variations,2021,24.6744,117.27868,5144,0.82,-0.401,235.933
TOI-237 b,1,1,Transit,2020,5.436098,2.67,3212,0.18,-2.387,38.0749
TOI-2406 b,1,1,Transit,2021,3.0766896,8.96,3100,0.16,0.531,55.419
TOI-251 b,1,1,Transit,2021,4.93777,317.83,5875,1.04,-0.08,99.523
TOI-257 b,1,1,Transit,2021,18.38818,43.86032,6095,1.41,0.636,76.9028
TOI-269 b,1,1,Transit,2021,3.6977104,8.8,3514,0.39,-1.647,57.0225
TOI-270 b,1,3,Transit,2019,3.3601538,1.58,3506,0.39,-1.712,22.4793
TOI-270 c,1,3,Transit,2019,5.6605731,6.15,3506,0.39,-1.712,22.4793
TOI-270 d,1,3,Transit,2019,11.379573,4.78,3506,0.39,-1.712,22.4793
TOI-421 b,2,2,Transit,2020,5.19672,7.17,5325,0.85,-0.268,74.7969
TOI-421 c,2,2,Transit,2020,16.06819,16.42,5325,0.85,-0.268,74.7969
TOI-431 b,1,3,Transit,2021,0.490047,3.07,4850,0.78,-0.565,32.5686
TOI-431 c,1,3,Radial Velocity,2021,4.8494,2.83,4850,0.78,-0.565,32.5686
TOI-431 d,1,3,Transit,2021,12.46103,9.9,4850,0.78,-0.565,32.5686
TOI-451 b,2,3,Transit,2020,1.858703,4.31,5550,0.95,-0.189,123.739
TOI-451 c,2,3,Transit,2020,9.192522,9.8,5550,0.95,-0.189,123.739
TOI-451 d,2,3,Transit,2020,16.364988,15.6,5550,0.95,-0.189,123.739
TOI-481 b,1,1,Transit,2020,10.33111,486.2799,5735,1.14,0.435,179.366
TOI-519 b,1,1,Transit,2021,1.2652328,4449.62,3350,0.37,-1.857,115.557
TOI-532 b,1,1,Transit,2021,2.3266508,61.5,3927,0.64,-1.095,135.047
TOI-540 b,1,1,Transit,2020,1.2391491,0.674,3216,0.16,-2.461,14.0022
TOI-561 b,1,5,Transit,2020,0.446578,1.59,5455,0.79,-0.282,85.799
TOI-561 c,1,5,Transit,2020,10.779,5.4,5455,0.79,-0.282,85.799
TOI-561 d,1,5,Transit,2020,25.62,11.95,5455,0.79,-0.247,85.799
TOI-561 e,1,5,Transit,2020,77.23,16,5455,0.79,-0.247,85.799
TOI-561 f,1,5,Transit,2020,16.287,3,5326,0.81,-0.282,85.799
TOI-564 b,1,1,Transit,2020,1.651144,464.98529,5640,1,0.033,199.581
TOI-628 b,1,1,Transit,2021,3.4095675,2011.8639,6250,1.31,0.394,178.68
TOI-640 b,1,1,Transit,2021,5.0037775,279.6904,6460,1.54,0.834,341.997
TOI-674 b,1,1,Transit,2021,1.977143,23.6,3514,0.42,-1.614,46.0851
TOI-677 b,1,1,Transit,2020,11.2366,392.83788,6295,1.18,0.312,141.812
TOI-700 b,1,3,Transit,2020,9.97702,1.11,3461,0.41,-1.635,31.1265
TOI-700 c,1,3,Transit,2020,16.05111,7.51,3461,0.41,-1.635,31.1265
TOI-700 d,1,3,Transit,2020,37.42475,1.57,3461,0.41,-1.635,31.1265
TOI-763 b,1,2,Transit,2020,5.6057,9.79,5450,0.92,-0.154,95.1274
TOI-763 c,1,2,Transit,2020,12.2737,9.32,5450,0.92,-0.154,95.1274
TOI-776 b,1,2,Transit,2020,8.24661,4,3709,0.54,-1.31,27.1701
TOI-776 c,1,2,Transit,2020,15.6653,5.3,3709,0.54,-1.31,27.1701
TOI-813 b,1,1,Transit,2020,83.8911,36.4,5907,1.32,0.619,263.145
TOI-824 b,1,1,Transit,2020,1.392978,18.467,4600,0.71,-0.71,63.9262
TOI-837 b,1,1,Transit,2020,8.3248762,381.396,6047,1.12,0.041,142.488
TOI-849 b,1,1,Transit,2020,0.76552414,39.09,5373.8,0.93,-0.218,225.734
TOI-892 b,1,1,Transit,2020,10.62656,301.9385,6261,1.28,0.431,340.543
TOI-905 b,1,1,Transit,2020,3.739494,211.99261,5570,0.97,-0.137,158.649
TOI-942 b,3,2,Transit,2020,4.32419,826.358,4928,0.79,-0.369,152.601
TOI-942 c,3,2,Transit,2020,10.15643,794.575,4928,0.79,-0.369,152.601
TOI-954 b,1,1,Transit,2020,3.6849729,55.30242,5710,1.2,0.535,238.768
TRAPPIST-1 b,1,7,Transit,2016,1.510826,1.374,2566,0.09,-3.257,12.4298888
TRAPPIST-1 c,1,7,Transit,2016,2.421937,1.308,2566,0.09,-3.257,12.4298888
TRAPPIST-1 d,1,7,Transit,2016,4.049219,0.388,2566,0.09,-3.257,12.4298888
TRAPPIST-1 e,1,7,Transit,2017,6.101013,0.692,2566,0.09,-3.257,12.4298888
TRAPPIST-1 f,1,7,Transit,2017,9.20754,1.039,2566,0.09,-3.257,12.4298888
TRAPPIST-1 g,1,7,Transit,2017,12.352446,1.321,2566,0.09,-3.257,12.4298888
TRAPPIST-1 h,1,7,Transit,2017,18.772866,0.326,2566,0.09,-3.257,12.4298888
TYC 0434-04538-1 b,1,1,Radial Velocity,2021,193.2,1938.763,4679,1.04,1.67,613.422
TYC 1422-614-1 b,1,2,Radial Velocity,2014,198.4,794.5,4806,1.15,1.35,672.41
TYC 1422-614-1 c,1,2,Radial Velocity,2014,559.3,3178,4806,1.15,1.35,672.41
TYC 3318-01333-1 b,1,1,Radial Velocity,2018,562,1086.9786,4776,1.19,1.21,490.61
TYC 3667-1280-1 b,1,1,Radial Velocity,2016,26.468,1716.282,5130,1.87,1.38,477.516
TYC 4282-00605-1 b,1,1,Radial Velocity,2017,101.54,3426.2074,4300,0.97,1.91,464.128
TYC 8998-760-1 b,1,2,Imaging,2020,,4449.62,4573,1,-0.339,94.6177
TYC 8998-760-1 c,1,2,Imaging,2020,,1906.98,4573,1,-0.367,94.6177
Teegarden's Star b,1,2,Radial Velocity,2019,4.91,1.05,2904,0.09,-3.137,3.83078
Teegarden's Star c,1,2,Radial Velocity,2019,11.409,1.11,2904,0.09,-3.137,3.83078
TrES-1 b,2,1,Transit,2004,3.03007,266.9772,5230,1.04,-0.301,159.658
TrES-2 b,2,1,Transit,2006,2.47063,473.5667,5850,1.36,0.038,215.32
TrES-3 b,1,1,Transit,2007,1.30618581,607.03,5650,0.93,-0.204,231.337
TrES-4 b,2,1,Transit,2007,3.55395,247.9074,6200,1.08,0.726,515.98
TrES-5 b,1,1,Transit,2011,1.48224686,568.9157,5171,0.9,-0.344,360.313
UKIRT-2017-BLG-001L b,1,1,Microlensing,2018,,407,,0.81,,6300
USco CTIO 108 b,1,1,Imaging,2008,,4449.62,2700,0.06,-1.95,144.019
USco1556 b,1,1,Imaging,2019,,4767.45,3410,0.33,-1.09,140.635
USco1621 b,1,1,Imaging,2019,,5085.28,3460,0.36,-1.02,137.901
UZ For b,2,2,Eclipse Timing Variations,2011,5840,2002.2,5286.9,0.7,,239.6038748
UZ For c,2,2,Eclipse Timing Variations,2011,1916.25,2447.2,5286.9,0.7,,239.6038748
V0391 Peg b,1,1,Pulsation Timing Variations,2007,1170,1017.056,29300,0.5,1.433,1195.98
V1298 Tau b,1,4,Transit,2019,24.1396,74.9,4970,1.1,-0.03,108.199
V1298 Tau c,1,4,Transit,2019,8.24958,26.7,4962.28,1.1,-0.038,108.199
V1298 Tau d,1,4,Transit,2019,12.4032,33.6,4962.28,1.1,-0.038,108.199
V1298 Tau e,1,4,Transit,2019,60,57,4962.28,1.1,-0.038,108.199
V830 Tau b,1,1,Radial Velocity,2016,4.927,222.481,4250,1,0.08,130.111
VHS J125601.92-125723.9 b,2,1,Imaging,2015,,3559.696,2620,0.07,-3.14,12.7
WASP-1 b,2,1,Transit,2007,2.5199454,271.415,6110,1.24,0.441,393.072
WASP-10 b,1,1,Transit,2008,3.0927616,1001.12,4675,0.75,-0.64,140.998
WASP-100 b,2,1,Transit,2014,2.84938,400.4658,6900,0.77,0.766,364.411
WASP-101 b,1,1,Transit,2014,3.58572,162.0933,6380,1.41,0.421,201.224
WASP-103 b,1,1,Transit,2014,0.925542,473.547,6110,1.22,0.413,375.647
WASP-104 b,2,1,Transit,2014,1.7554137,404.263,5475,1.08,-0.19,185.932
WASP-105 b,1,1,Transit,2017,7.87288,572.094,5070,0.89,-0.024,169.272
WASP-106 b,1,1,Transit,2014,9.28971,514.8846,6055,0.93,0.422,352.181
WASP-107 b,1,2,Transit,2017,5.7214742,30.5,4425,0.68,-0.879,64.7414
WASP-107 c,1,2,Radial Velocity,2020,1088,115,4425,0.68,-0.879,64.7414
WASP-11 b,3,1,Transit,2008,3.72247,251.0857,4800,1.42,0,124.73
WASP-110 b,1,1,Transit,2021,3.77840121,162.09249,5400,0.95,-0.229,274.96
WASP-113 b,1,1,Transit,2016,4.54216875,150.96925,5890,1.32,0.516,435.156
WASP-114 b,2,1,Transit,2016,1.5487743,562.24127,5940,1.29,0.333,523.337
WASP-117 b,1,1,Transit,2014,10.02165,95.349,6040,1.29,0.274,157.963
WASP-118 b,1,1,Transit,2016,4.0460435,163.36462,6410,1.32,0.659,376.658
WASP-119 b,1,1,Transit,2016,2.49979,390.9309,5650,1.02,0.075,302.448
WASP-12 b,3,1,Transit,2008,1.09142,465.62095,6360,1.43,0.597,427.246
WASP-120 b,1,1,Transit,2016,3.6112706,1541.4755,6450,1.39,0.675,381.174
WASP-121 b,1,1,Transit,2016,1.2749255,375.99289,6459,1.35,0.519,269.898
WASP-123 b,2,1,Transit,2016,2.9776412,285.72917,5740,1.17,0.162,197.996
WASP-124 b,1,1,Transit,2016,3.37265,190.698,6050,1.07,0.149,448.637
WASP-126 b,1,2,Transit,2016,3.28883,90.3,5800,1.12,0.159,216.526
WASP-126 c,1,2,Transit Timing Variations,2019,7.63,64.2,5800,1.12,0.132,216.526
WASP-127 b,2,1,Transit,2016,4.17806203,52.3466,5620,0.95,0.276,159.507
WASP-129 b,2,1,Transit,2016,5.748145,317.83,5900,1,0.112,301.462
WASP-13 b,1,1,Transit,2009,4.35301,114.4188,5950,0.72,0.436,227.537
WASP-130 b,1,1,Transit,2016,11.55098,390.9309,5625,1.04,-0.032,172.256
WASP-131 b,1,1,Transit,2016,5.322023,85.8141,6030,1.06,0.53,200.075
WASP-132 b,1,1,Transit,2016,7.133521,130.3103,4775,0.8,-0.584,122.91
WASP-133 b,1,1,Transit,2016,2.176423,368.6828,5700,1.16,0.305,559.084
WASP-135 b,1,1,Transit,2015,1.4013794,603.877,5675,0.98,-0.326,298.214
WASP-136 b,1,1,Transit,2016,5.215357,479.9233,6260,1.41,0.823,275.587
WASP-138 b,1,1,Transit,2016,3.634433,387.7526,6272,1.22,0.435,414.234
WASP-139 b,2,1,Transit,2016,5.924262,37.18611,5310,0.92,-0.345,212.472
WASP-14 b,3,1,Transit,2008,2.24375,2809.6172,6475,1.62,0.427,161.997
WASP-140 b,2,1,Transit,2016,2.2359835,775.5052,5260,0.9,-0.294,117.598
WASP-141 b,1,1,Transit,2016,3.310651,854.9627,5900,1.25,0.315,516.543
WASP-142 b,1,1,Transit,2016,2.052868,266.9772,6010,1.33,0.513,730.933
WASP-144 b,1,1,Transit,2018,2.2783152,139.8452,5200,0.81,-0.129,355.513
WASP-145 A b,2,1,Transit,2018,1.7690381,282.8687,4900,0.76,-0.684,91.299
WASP-147 b,1,1,Transit,2018,4.60273,87.40325,5702,1.04,0.287,436.098
WASP-148 b,1,2,Transit,2020,8.80381,92.48853,5460,1,-0.156,246.353
WASP-148 c,1,2,Radial Velocity,2020,34.516,127.132,5460,1,-0.156,246.353
WASP-15 b,1,1,Transit,2009,3.7521,171.6282,6300,1.18,0.49,282.091
WASP-150 b,1,1,Transit,2020,5.644207,2688.8418,6218,1.39,0.558,527.995
WASP-151 b,1,1,Transit,2017,4.533471,98.5273,5871,1.08,0.145,453.099
WASP-153 b,1,1,Transit,2017,3.332609,123.9537,5914,1.34,0.46,610.176
WASP-156 b,1,1,Transit,2017,3.836169,40.68224,4910,0.84,-0.435,122.066
WASP-157 b,1,1,Transit,2016,3.951623,182.43442,5772,1.06,0.079,334.037
WASP-158 b,1,1,Transit,2018,3.656333,886.7457,6350,1.38,0.483,524.993
WASP-159 b,1,1,Transit,2018,3.840401,174.8065,6120,1.41,0.678,715.383
WASP-16 b,1,1,Transit,2009,3.1186,394.1092,5700,1.78,0.01,194.134
WASP-160 B b,2,1,Transit,2018,3.7684952,88.35674,5298,0.87,-0.318,288.326
WASP-161 b,1,1,Transit,2018,5.4060425,791.3967,6400,1.39,0.647,343.08
WASP-162 b,1,1,Transit,2018,9.62468,1652.716,5300,0.95,0.054,310.841
WASP-163 b,1,1,Transit,2018,1.6096884,594.3421,5500,0.97,-0.076,261.386
WASP-164 b,1,1,Transit,2018,1.7771255,676.9779,5806,0.95,-0.067,327.506
WASP-165 b,1,1,Transit,2018,3.465509,209.13214,5599,1.25,0.428,602.236
WASP-166 b,1,1,Transit,2019,5.44354,32.10083,6050,1.19,0.283,114.173
WASP-167 b,1,1,Transit,2017,2.0219596,2542.64,7000,1.59,0.897,423.552
WASP-168 b,2,1,Transit,2018,4.153658,133.4886,6000,1.08,0.155,303.941
WASP-169 b,1,1,Transit,2019,5.6114118,178.30263,6110,1.34,0.789,627.066
WASP-17 b,1,1,Transit,2009,3.73543,247.9074,6550,2.28,0.613,405.908
WASP-170 b,1,1,Transit,2018,2.34478022,508.528,5600,0.93,-0.114,305.603
WASP-171 b,1,1,Transit,2019,3.8186244,344.52772,5965,1.17,0.672,757.84
WASP-172 b,1,1,Transit,2018,5.477433,149.3801,6900,1.49,0.934,538.11
WASP-173 A b,2,1,Transit,2018,1.38665318,1172.7927,5800,1.05,0.083,232.98
WASP-174 b,1,1,Transit,2018,4.2337,413.179,6400,1.3,0.426,410.149
WASP-175 b,1,1,Transit,2019,3.0652907,314.6517,6229,1.21,0.789,539.36
WASP-176 b,1,1,Transit,2020,3.899052,271.74465,5941,1.34,0.617,568.42
WASP-177 b,1,1,Transit,2019,3.071722,161.45764,5017,0.88,-0.412,176.818
WASP-178 b,1,1,Transit,2019,3.3448285,527.5978,9360,2.07,1.215,427.678
WASP-18 b,2,2,Transit,2009,0.94124,3314.82,6400,1.22,0.39,123.483
WASP-18 c,2,2,Transit Timing Variations,2019,2.1558,55.2,6400,1.22,0.383,123.483
WASP-180 A b,2,1,Transit,2019,3.409264,286.047,6600,1.3,0.315,253.985
WASP-181 b,1,1,Transit,2019,4.5195064,95.03117,5839,1.04,0.049,437.495
WASP-182 b,1,1,Transit,2019,3.3769848,47.03884,5638,1.08,0.155,327.602
WASP-183 b,1,1,Transit,2019,4.1117771,159.55066,5313,0.78,-0.209,325.377
WASP-184 b,1,1,Transit,2019,5.1817,181.1631,6000,1.23,0.501,663.231
WASP-185 b,1,1,Transit,2019,9.38755,311.4734,5900,1.12,0.412,279.35
WASP-186 b,1,1,Transit,2020,5.026799,1341.2426,6361,1.22,0.5,278.514
WASP-187 b,1,1,Transit,2020,5.147878,254.264,6150,1.54,0.967,371.414
WASP-19 b,1,1,Transit,2009,0.78883899,339.76027,5568,0.9,-0.059,268.325
WASP-190 b,1,1,Transit,2019,5.367753,317.83,6400,1.35,0.691,542.251
WASP-192 b,1,1,Transit,2019,2.8786765,731.009,5910,1.09,0.282,508.885
WASP-2 b,2,1,Transit,2007,2.152175,295.89973,5180,0.9,-0.313,153.242
WASP-20 b,2,1,Transit,2015,4.8996284,98.841,5940,1.2,0.338,211.877
WASP-21 b,1,1,Transit,2010,4.322482,95.345,5800,1.01,0.304,258.426
WASP-22 b,1,1,Transit,2010,3.53269,212.9461,6000,1.46,0.245,317.652
WASP-23 b,1,1,Transit,2010,2.9444256,280.95,5150,0.78,-0.377,207.49
WASP-24 b,3,1,Transit,2010,2.34121,394.1092,6075,1.43,0.331,322.114
WASP-25 b,1,1,Transit,2010,3.76483,139.8452,5750,0.67,-0.143,211.416
WASP-26 b,2,1,Transit,2010,2.7566,270.1555,6034,0.86,0.287,252.759
WASP-28 b,1,1,Transit,2014,3.40883,288.26,6150,1.02,0.15,348.494
WASP-29 b,1,1,Transit,2010,3.92273,73.1009,4800,0.77,-0.525,87.5953
WASP-3 b,3,1,Transit,2007,1.84683,772.3269,6400,1.62,0.434,231.161
WASP-31 b,1,1,Transit,2010,3.4059096,151.916,6302,1.16,0.336,383.829
WASP-32 b,1,1,Transit,2010,2.71866,835.8929,6140,0.72,0.193,275.994
WASP-33 b,2,1,Transit,2010,1.21987,665.21819,7430,1.5,0.819,121.944
WASP-34 b,1,1,Transit,2010,4.31768,177.9848,5700,0.96,0.039,132.096
WASP-35 b,1,1,Transit,2011,3.16158,225.6593,5990,1.05,0.144,202.218
WASP-36 b,2,1,Transit,2011,1.53736596,750.39663,5959,1.08,0.001,386.346
WASP-37 b,1,1,Transit,2010,3.577469,572.07,5800,0.93,-0.021,392.791
WASP-38 b,1,1,Transit,2010,6.87188,1093.3352,6180,1.76,0.453,136.24
WASP-39 b,1,1,Transit,2011,4.055259,88.989,5400,0.93,-0.128,213.982
WASP-4 b,1,1,Transit,2007,1.33823147,376.94638,5400,0.86,-0.179,267.206
WASP-41 b,1,2,Transit,2012,3.0524,270.1555,5545,0.81,-0.195,163.371
WASP-41 c,1,2,Radial Velocity,2015,421,1010.6994,5545,0.93,-0.195,163.371
WASP-42 b,1,1,Transit,2012,4.9816819,167.49641,5315,0.95,-0.361,177.291
WASP-43 b,1,1,Transit,2011,0.813475,565.714,4400,0.58,-0.825,86.7467
WASP-44 b,1,1,Transit,2011,2.423804,276.5121,5420,0.94,-0.198,364.512
WASP-45 b,2,1,Transit,2011,3.126089,306.38812,5150,0.85,-0.336,211.196
WASP-46 b,1,1,Transit,2011,1.43036763,607.0553,5600,0.83,-0.111,375.31
WASP-47 b,1,4,Transit,2012,4.1591289,363.1,5552,1.04,0.032,264.78
WASP-47 c,1,4,Radial Velocity,2015,588.5,500,5552,1.04,0.024,264.78
WASP-47 d,1,4,Transit,2015,9.03077,13.1,5552,1.04,0.032,264.78
WASP-47 e,1,4,Transit,2015,0.789592,6.83,5552,1.04,0.032,264.78
WASP-48 b,1,1,Transit,2011,2.14363,254.264,5920,0.88,0.58,454.144
WASP-49 b,2,1,Transit,2012,2.78174,117.5971,5600,0.92,-0.053,194.553
WASP-5 b,1,1,Transit,2008,1.6284279,502.15,5700,0.96,0.067,309.137
WASP-50 b,1,1,Transit,2011,1.9551,466.8287,5400,0.89,-0.198,184.848
WASP-52 b,1,1,Transit,2012,1.7497798,146.2,5000,0.87,-0.354,174.818
WASP-53 b,1,2,Transit,2017,3.3098443,677.61356,4953,0.84,-0.463,201.338
WASP-53 c,1,2,Radial Velocity,2017,2840,5196.5205,4953,0.84,-0.463,201.338
WASP-54 b,2,1,Transit,2012,3.69364,187.5197,6100,1.08,0.575,251.303
WASP-55 b,2,1,Transit,2012,4.46563,193.8763,5900,1.11,0.163,297.462
WASP-56 b,2,1,Transit,2012,4.6171,143.0235,5600,0.71,0.103,321.084
WASP-57 b,1,1,Transit,2012,2.83891856,204.68252,5600,0.89,-0.005,398.276
WASP-58 b,2,1,Transit,2012,5.01718,308.2951,5800,1.06,0.16,290.404
WASP-59 b,1,1,Transit,2012,7.919585,274.276,4650,0.72,-0.794,115.936
WASP-6 b,1,1,Transit,2009,3.36101,117.5971,5450,0.55,-0.297,197.119
WASP-60 b,1,1,Transit,2012,4.305,174.8065,5900,1.19,0.347,431.052
WASP-61 b,1,1,Transit,2012,3.8559,851.7844,6250,1.82,0.425,488.66
WASP-62 b,1,1,Transit,2012,4.41195,165.2716,6230,1.11,0.346,175.631
WASP-63 b,1,1,Transit,2012,4.37808,117.5971,5550,1.28,0.449,290.684
WASP-64 b,2,1,Transit,2012,1.5732918,403.945,5400,1,-0.022,369.926
